unit_name,faction,Unit Type,health,save,ward,keywords,weapon_name,weapon_type,attacks,hit,wound,rend,damage,range,ability,Points,Unit Size,move,control,Loadout,Weapon Models,Bought With,warscroll_abilities,rules_source
The Oathsworn Kin,Slaves to Darkness,,3,5,,"UNIQUE,SLAVES TO DARKNESS,CHAOS,DARKOATH,GUNNAR'S OATHSWORN,INFANTRY",Heavy Darkoath Weapon,melee,4,4,3,0,2,,Crit (Mortal),0,3,5,1,Default,2,Gunnar Brand,Broken Nadja [Passive] | Withering Death [Spell · Your Hero Phase · casting value 5 · Spell],Slaves to Darkness - Library.cat#c8b1-7d96-6db6-2293
The Oathsworn Kin,Slaves to Darkness,,3,5,,"UNIQUE,SLAVES TO DARKNESS,CHAOS,DARKOATH,GUNNAR'S OATHSWORN,INFANTRY",Gnarled Staff,melee,3,4,4,0,2,,-,0,3,5,1,Default,1,Gunnar Brand,Broken Nadja [Passive] | Withering Death [Spell · Your Hero Phase · casting value 5 · Spell],Slaves to Darkness - Library.cat#c8b1-7d96-6db6-2293
The Unmade,Slaves to Darkness,,1,6,,"CHAOS,SLAVES TO DARKNESS,INFANTRY,UNDIVIDED,CHAMPION (1/9)",Maiming Weapons,melee,2,4,4,0,1,,Anti-**^^Infantry^^** (+1 Rend),110,9,6,1,Default,9,,Frozen in Fear [Passive],Slaves to Darkness - Library.cat#6aef-12ed-3dc9-2c83
The Unmade,Slaves to Darkness,,1,6,,"CHAOS,SLAVES TO DARKNESS,INFANTRY,UNDIVIDED,CHAMPION (1/9)",Nightmare Sickles,melee,6,4,3,1,1,,Anti-**^^Infantry^^** (+1 Rend),110,9,6,1,Option,,,Frozen in Fear [Passive],Slaves to Darkness - Library.cat#6aef-12ed-3dc9-2c83
Untamed Beasts,Slaves to Darkness,,1,6,,"CHAOS,SLAVES TO DARKNESS,INFANTRY,UNDIVIDED,CHAMPION (1/9)",Ghurish Hunting Weapons,melee,2,4,4,0,1,,Crit (2 Hits),110,9,6,1,Default,9,,Unleash the Beast [Activated · Deployment Phase] | Jagged Harpoon [Activated · End of Any Turn],Slaves to Darkness - Library.cat#056b-6839-dc2f-46db
Varanguard,Slaves to Darkness,Cavalry,5,3,,"CAVALRY,CHAOS,SLAVES TO DARKNESS,WARRIORS OF CHAOS",Daemonforged Blades,melee,3,3,3,2,2,,"Charge (+1 Damage), Crit (Mortal)",300,3,10,2,Default,3,,"Relentless Killers [Activated · Once Per Battle, Any Combat Phase]",Slaves to Darkness - Library.cat#3f86-7961-558c-50aa
Varanguard,Slaves to Darkness,Cavalry,5,3,,"CAVALRY,CHAOS,SLAVES TO DARKNESS,WARRIORS OF CHAOS",Steed’s Tearing Fangs,melee,3,4,3,1,1,,Companion,300,3,10,2,Default,3,,"Relentless Killers [Activated · Once Per Battle, Any Combat Phase]",Slaves to Darkness - Library.cat#3f86-7961-558c-50aa
Beast-smasher Mega-Gargant,Sons of Behemat,Monster Hero,35,4,,"HERO,MONSTER,DESTRUCTION,SONS OF BEHEMAT,MEGA-GARGANT",Menhir Club,melee,5,4,2,2,5,,Anti-**^^Monster^^** (+1 Rend),470,1,10,20,Default,1,,"Battle Damaged [Passive] | Behemoth Brawler [Passive] | Beast-breaking Strike [Activated · Any Combat Phase · Core, Attack, Fight]",Sons of Behemat - Library.cat#4a1b-3873-aa68-6d28
Beast-smasher Mega-Gargant,Sons of Behemat,Monster Hero,35,4,,"HERO,MONSTER,DESTRUCTION,SONS OF BEHEMAT,MEGA-GARGANT",Death Grip,melee,1,4,2,2,3,,Anti-**^^Hero^^** (+1 Rend),470,1,10,20,Default,1,,"Battle Damaged [Passive] | Behemoth Brawler [Passive] | Beast-breaking Strike [Activated · Any Combat Phase · Core, Attack, Fight]",Sons of Behemat - Library.cat#4a1b-3873-aa68-6d28
Beast-smasher Mega-Gargant,Sons of Behemat,Monster Hero,35,4,,"HERO,MONSTER,DESTRUCTION,SONS OF BEHEMAT,MEGA-GARGANT",Almighty Stomp,melee,4,4,2,2,2,,Anti-**^^Infantry^^** (+1 Rend),470,1,10,20,Default,1,,"Battle Damaged [Passive] | Behemoth Brawler [Passive] | Beast-breaking Strike [Activated · Any Combat Phase · Core, Attack, Fight]",Sons of Behemat - Library.cat#4a1b-3873-aa68-6d28
Gatebreaker Mega-Gargant,Sons of Behemat,Monster Hero,35,4,,"HERO,MONSTER,DESTRUCTION,SONS OF BEHEMAT,MEGA-GARGANT",Hurled Boulder,ranged,1,3,2,3,4,18,-,490,1,10,20,Default,1,,"Battle Damaged [Passive] | Smash Down [Activated · Once Per Turn (Army), Any Combat Phase] | Pulverising Strike [Activated · Any Combat Phase · Core, Attack, Fight]",Sons of Behemat - Library.cat#7e9e-7d9f-d3ab-d143
Gatebreaker Mega-Gargant,Sons of Behemat,Monster Hero,35,4,,"HERO,MONSTER,DESTRUCTION,SONS OF BEHEMAT,MEGA-GARGANT",Death Grip,melee,1,4,2,2,3,,Anti-**^^Hero^^** (+1 Rend),490,1,10,20,Default,1,,"Battle Damaged [Passive] | Smash Down [Activated · Once Per Turn (Army), Any Combat Phase] | Pulverising Strike [Activated · Any Combat Phase · Core, Attack, Fight]",Sons of Behemat - Library.cat#7e9e-7d9f-d3ab-d143
Gatebreaker Mega-Gargant,Sons of Behemat,Monster Hero,35,4,,"HERO,MONSTER,DESTRUCTION,SONS OF BEHEMAT,MEGA-GARGANT",Almighty Stomp,melee,4,4,2,2,2,,Anti-**^^Infantry^^** (+1 Rend),490,1,10,20,Default,1,,"Battle Damaged [Passive] | Smash Down [Activated · Once Per Turn (Army), Any Combat Phase] | Pulverising Strike [Activated · Any Combat Phase · Core, Attack, Fight]",Sons of Behemat - Library.cat#7e9e-7d9f-d3ab-d143
Gatebreaker Mega-Gargant,Sons of Behemat,Monster Hero,35,4,,"HERO,MONSTER,DESTRUCTION,SONS OF BEHEMAT,MEGA-GARGANT",Fortcrusha Flail,melee,6,4,2,2,4,,Anti-**^^Faction Terrain^^** (+1 Rend),490,1,10,20,Default,1,,"Battle Damaged [Passive] | Smash Down [Activated · Once Per Turn (Army), Any Combat Phase] | Pulverising Strike [Activated · Any Combat Phase · Core, Attack, Fight]",Sons of Behemat - Library.cat#7e9e-7d9f-d3ab-d143
King Brodd,Sons of Behemat,Monster Hero,40,4,,"HERO,UNIQUE,MONSTER,WARMASTER,DESTRUCTION,SONS OF BEHEMAT,MEGA-GARGANT,PRIEST (1)",Obelisk of Tor Crania,melee,6,4,2,2,5,,-,520,1,10,20,Default,1,,Battle Damaged [Passive] | Creepers [Passive] | Power of Behemat [Prayer · Your Hero Phase · chanting value 5 · Prayer],Sons of Behemat - Library.cat#e2fb-7f41-171f-9418
King Brodd,Sons of Behemat,Monster Hero,40,4,,"HERO,UNIQUE,MONSTER,WARMASTER,DESTRUCTION,SONS OF BEHEMAT,MEGA-GARGANT,PRIEST (1)",Death Grip,melee,1,4,2,2,3,,Anti-**^^Hero^^** (+1 Rend),520,1,10,20,Default,1,,Battle Damaged [Passive] | Creepers [Passive] | Power of Behemat [Prayer · Your Hero Phase · chanting value 5 · Prayer],Sons of Behemat - Library.cat#e2fb-7f41-171f-9418
King Brodd,Sons of Behemat,Monster Hero,40,4,,"HERO,UNIQUE,MONSTER,WARMASTER,DESTRUCTION,SONS OF BEHEMAT,MEGA-GARGANT,PRIEST (1)",Almighty Stomp,melee,4,4,2,2,2,,Anti-**^^Infantry^^** (+1 Rend),520,1,10,20,Default,1,,Battle Damaged [Passive] | Creepers [Passive] | Power of Behemat [Prayer · Your Hero Phase · chanting value 5 · Prayer],Sons of Behemat - Library.cat#e2fb-7f41-171f-9418
"Kragnos, the End of Empires",Sons of Behemat,Monster Hero,18,4,5,"HERO,UNIQUE,MONSTER,WARMASTER,WARD (5+),DESTRUCTION,SONS OF BEHEMAT",The Dread Mace,melee,6,3,2,3,4,,-,590,1,10,15,Default,1,,"Battle Damaged [Passive] | Avatar of Destruction [Passive] | The End of Empires [Activated · Your Charge Phase] | The Shield Inviolate [Activated · Reaction: Opponent declared a Spell ability] | Rampaging Destruction [Activated · Once Per Turn (Army), Any Charge Phase · Rampage]",Sons of Behemat - Library.cat#7c7-7226-5b84-b87c
"Kragnos, the End of Empires",Sons of Behemat,Monster Hero,18,4,5,"HERO,UNIQUE,MONSTER,WARMASTER,WARD (5+),DESTRUCTION,SONS OF BEHEMAT",Tuskbreaker,melee,3,4,2,2,2,,Crit (2 Hits),590,1,10,15,Default,1,,"Battle Damaged [Passive] | Avatar of Destruction [Passive] | The End of Empires [Activated · Your Charge Phase] | The Shield Inviolate [Activated · Reaction: Opponent declared a Spell ability] | Rampaging Destruction [Activated · Once Per Turn (Army), Any Charge Phase · Rampage]",Sons of Behemat - Library.cat#7c7-7226-5b84-b87c
"Kragnos, the End of Empires",Sons of Behemat,Monster Hero,18,4,5,"HERO,UNIQUE,MONSTER,WARMASTER,WARD (5+),DESTRUCTION,SONS OF BEHEMAT",Hooves of Wrack and Ruin,melee,6,3,2,1,2,,-,590,1,10,15,Default,1,,"Battle Damaged [Passive] | Avatar of Destruction [Passive] | The End of Empires [Activated · Your Charge Phase] | The Shield Inviolate [Activated · Reaction: Opponent declared a Spell ability] | Rampaging Destruction [Activated · Once Per Turn (Army), Any Charge Phase · Rampage]",Sons of Behemat - Library.cat#7c7-7226-5b84-b87c
Kraken-eater Mega-Gargant,Sons of Behemat,Monster Hero,35,4,,"HERO,MONSTER,DESTRUCTION,SONS OF BEHEMAT,MEGA-GARGANT",Hurled Debris,ranged,3,4,3,1,2,18,-,410,1,10,20,Default,1,,"Battle Damaged [Passive] | Stuff 'Em in Me Net [Activated · Once Per Turn, Any Combat Phase] | Get Orf Me Land! [Activated · Once Per Turn (Army), Your Hero Phase]",Sons of Behemat - Library.cat#8eda-91ee-7eaa-877a
Kraken-eater Mega-Gargant,Sons of Behemat,Monster Hero,35,4,,"HERO,MONSTER,DESTRUCTION,SONS OF BEHEMAT,MEGA-GARGANT",Death Grip,melee,1,4,2,2,3,,Anti-**^^Hero^^** (+1 Rend),410,1,10,20,Default,1,,"Battle Damaged [Passive] | Stuff 'Em in Me Net [Activated · Once Per Turn, Any Combat Phase] | Get Orf Me Land! [Activated · Once Per Turn (Army), Your Hero Phase]",Sons of Behemat - Library.cat#8eda-91ee-7eaa-877a
Kraken-eater Mega-Gargant,Sons of Behemat,Monster Hero,35,4,,"HERO,MONSTER,DESTRUCTION,SONS OF BEHEMAT,MEGA-GARGANT",Almighty Stomp,melee,4,4,2,2,2,,Anti-**^^Infantry^^** (+1 Rend),410,1,10,20,Default,1,,"Battle Damaged [Passive] | Stuff 'Em in Me Net [Activated · Once Per Turn, Any Combat Phase] | Get Orf Me Land! [Activated · Once Per Turn (Army), Your Hero Phase]",Sons of Behemat - Library.cat#8eda-91ee-7eaa-877a
Kraken-eater Mega-Gargant,Sons of Behemat,Monster Hero,35,4,,"HERO,MONSTER,DESTRUCTION,SONS OF BEHEMAT,MEGA-GARGANT",Shipwrecka Warclub,melee,4,4,2,2,4,,-,410,1,10,20,Default,1,,"Battle Damaged [Passive] | Stuff 'Em in Me Net [Activated · Once Per Turn, Any Combat Phase] | Get Orf Me Land! [Activated · Once Per Turn (Army), Your Hero Phase]",Sons of Behemat - Library.cat#8eda-91ee-7eaa-877a
Mancrusher Gargant,Sons of Behemat,Monster,12,5,,"MONSTER,DESTRUCTION,SONS OF BEHEMAT,GARGANT",’Eadbutt,melee,1,4,2,2,4,,-,120,1,8,10,Default,1,,"Stuff 'Em in Me Bag [Activated · Once Per Turn, Any Combat Phase] | Keep Up! [Passive]",Sons of Behemat - Library.cat#2e41-3174-d7a3-cded
Mancrusher Gargant,Sons of Behemat,Monster,12,5,,"MONSTER,DESTRUCTION,SONS OF BEHEMAT,GARGANT",Throwin’ Rocks,ranged,1,5,2,2,2,12,-,120,1,8,10,Default,1,,"Stuff 'Em in Me Bag [Activated · Once Per Turn, Any Combat Phase] | Keep Up! [Passive]",Sons of Behemat - Library.cat#2e41-3174-d7a3-cded
Mancrusher Gargant,Sons of Behemat,Monster,12,5,,"MONSTER,DESTRUCTION,SONS OF BEHEMAT,GARGANT",Massive Club,melee,4,4,2,1,2,,-,120,1,8,10,Default,1,,"Stuff 'Em in Me Bag [Activated · Once Per Turn, Any Combat Phase] | Keep Up! [Passive]",Sons of Behemat - Library.cat#2e41-3174-d7a3-cded
Mancrusher Gargant,Sons of Behemat,Monster,12,5,,"MONSTER,DESTRUCTION,SONS OF BEHEMAT,GARGANT",Mighty Kick,melee,1,4,2,2,2,,-,120,1,8,10,Default,1,,"Stuff 'Em in Me Bag [Activated · Once Per Turn, Any Combat Phase] | Keep Up! [Passive]",Sons of Behemat - Library.cat#2e41-3174-d7a3-cded
Mancrusher Mob,Sons of Behemat,Monster,12,5,,"MONSTER,DESTRUCTION,SONS OF BEHEMAT,GARGANT",’Eadbutt,melee,1,4,2,2,4,,-,350,3,8,10,Default,3,,"Stuff 'Em in Me Bag [Activated · Once Per Turn, Any Combat Phase] | Keep Up! [Passive] | 'Oo's Under The Heel Now? [Passive]",Sons of Behemat - Library.cat#a0c1-1a99-2cf9-85f9
Mancrusher Mob,Sons of Behemat,Monster,12,5,,"MONSTER,DESTRUCTION,SONS OF BEHEMAT,GARGANT",Throwin’ Rocks,ranged,1,5,2,2,2,12,-,350,3,8,10,Default,3,,"Stuff 'Em in Me Bag [Activated · Once Per Turn, Any Combat Phase] | Keep Up! [Passive] | 'Oo's Under The Heel Now? [Passive]",Sons of Behemat - Library.cat#a0c1-1a99-2cf9-85f9
Mancrusher Mob,Sons of Behemat,Monster,12,5,,"MONSTER,DESTRUCTION,SONS OF BEHEMAT,GARGANT",Massive Club,melee,4,4,2,1,2,,-,350,3,8,10,Default,3,,"Stuff 'Em in Me Bag [Activated · Once Per Turn, Any Combat Phase] | Keep Up! [Passive] | 'Oo's Under The Heel Now? [Passive]",Sons of Behemat - Library.cat#a0c1-1a99-2cf9-85f9
Mancrusher Mob,Sons of Behemat,Monster,12,5,,"MONSTER,DESTRUCTION,SONS OF BEHEMAT,GARGANT",Mighty Kick,melee,1,4,2,2,2,,-,350,3,8,10,Default,3,,"Stuff 'Em in Me Bag [Activated · Once Per Turn, Any Combat Phase] | Keep Up! [Passive] | 'Oo's Under The Heel Now? [Passive]",Sons of Behemat - Library.cat#a0c1-1a99-2cf9-85f9
Warstomper Mega-Gargant,Sons of Behemat,Monster Hero,35,4,,"HERO,MONSTER,DESTRUCTION,SONS OF BEHEMAT,MEGA-GARGANT",Death Grip,melee,1,4,2,2,3,,Anti-**^^Hero^^** (+1 Rend),450,1,10,20,Default,1,,Battle Damaged [Passive] | Hurled Body [Activated · Any Combat Phase] | Titanic Boulderclub [Passive],Sons of Behemat - Library.cat#5201-4045-7632-5a40
Warstomper Mega-Gargant,Sons of Behemat,Monster Hero,35,4,,"HERO,MONSTER,DESTRUCTION,SONS OF BEHEMAT,MEGA-GARGANT",Almightier Stomp,melee,6,4,2,2,2,,Anti-**^^Infantry^^** (+1 Rend),450,1,10,20,Default,1,,Battle Damaged [Passive] | Hurled Body [Activated · Any Combat Phase] | Titanic Boulderclub [Passive],Sons of Behemat - Library.cat#5201-4045-7632-5a40
Warstomper Mega-Gargant,Sons of Behemat,Monster Hero,35,4,,"HERO,MONSTER,DESTRUCTION,SONS OF BEHEMAT,MEGA-GARGANT",Titanic Boulderclub,melee,4,4,2,2,2,,Anti-**^^Infantry^^** (+1 Rend),450,1,10,20,Default,1,,Battle Damaged [Passive] | Hurled Body [Activated · Any Combat Phase] | Titanic Boulderclub [Passive],Sons of Behemat - Library.cat#5201-4045-7632-5a40
Askurgan Trueblades,Soulblight Gravelords,Infantry,2,5,6,"INFANTRY,WARD (6+),DEATH,CHAMPION (1/8),SOULBLIGHT GRAVELORDS,VAMPIRE",Askurgan Weapons,melee,2,3,3,1,1,,"Anti-**^^Monster^^** (+1 Rend), Crit (2 Hits)",140,8,6,1,Default,7,,Gut-wrenching Howl [Activated · Any Combat Phase] | Creed of the Askurga Renkai [Passive],Soulblight Gravelords - Library.cat#a22f-d951-fde0-6dac
Askurgan Trueblades,Soulblight Gravelords,Infantry,2,5,6,"INFANTRY,WARD (6+),DEATH,CHAMPION (1/8),SOULBLIGHT GRAVELORDS,VAMPIRE",Elongated Claws and Slavering Maw,melee,5,4,3,2,1,,-,140,8,6,1,Default,1,,Gut-wrenching Howl [Activated · Any Combat Phase] | Creed of the Askurga Renkai [Passive],Soulblight Gravelords - Library.cat#a22f-d951-fde0-6dac
Barrow Guard,Soulblight Gravelords,Infantry,1,4,6,"DEATH,INFANTRY,WARD (6+),CHAMPION,SOULBLIGHT GRAVELORDS,DEATHRATTLE,STANDARD BEARER (1/5),MUSICIAN (1/5)",Wight Blade,melee,2,3,3,1,1,,Crit (Mortal),130,10,4,1,Default,10,,Guardians of the King [Passive],Soulblight Gravelords - Library.cat#2485-5204-885a-9d5c
Barrow Knights,Soulblight Gravelords,Cavalry,3,4,6,"DEATH,WARD (6+),CAVALRY,CHAMPION,STANDARD BEARER (1/5),SOULBLIGHT GRAVELORDS,DEATHRATTLE,MUSICIAN (1/5)",Skeletal Steed’s Hooves and Teeth,melee,2,5,3,0,1,,Companion,190,5,10,1,Default,5,,"Cursed to Rise Once More [Activated · Once Per Turn (Army), End of Any Turn] | Knights of the King [Passive]",Soulblight Gravelords - Library.cat#83ee-18f8-249d-5fac
Barrow Knights,Soulblight Gravelords,Cavalry,3,4,6,"DEATH,WARD (6+),CAVALRY,CHAMPION,STANDARD BEARER (1/5),SOULBLIGHT GRAVELORDS,DEATHRATTLE,MUSICIAN (1/5)",Barrow Lance,melee,2,4,3,1,1,,"Crit (Mortal), Charge (+1 Damage)",190,5,10,1,Default,5,,"Cursed to Rise Once More [Activated · Once Per Turn (Army), End of Any Turn] | Knights of the King [Passive]",Soulblight Gravelords - Library.cat#83ee-18f8-249d-5fac
"Belladamma Volga, First of the Vyrkos",Soulblight Gravelords,Cavalry Hero,9,4,6,"DEATH,HERO,UNIQUE,WARD (6+),SOULBLIGHT GRAVELORDS,VAMPIRE,WIZARD (2),CAVALRY",Lupine Fangs and Claws,melee,6,4,4,0,1,,Companion,200,1,8,5,Default,1,,Under a Killing Moon [Spell · Your Hero Phase · casting value 7 · Spell] | First of the Vyrkos [Passive] | Wolfguard [Passive],Soulblight Gravelords - Library.cat#2438-c0b5-e74f-8ad6
"Belladamma Volga, First of the Vyrkos",Soulblight Gravelords,Cavalry Hero,9,4,6,"DEATH,HERO,UNIQUE,WARD (6+),SOULBLIGHT GRAVELORDS,VAMPIRE,WIZARD (2),CAVALRY",Timeworn Scimitar,melee,4,3,3,1,2,,-,200,1,8,5,Default,1,,Under a Killing Moon [Spell · Your Hero Phase · casting value 7 · Spell] | First of the Vyrkos [Passive] | Wolfguard [Passive],Soulblight Gravelords - Library.cat#2438-c0b5-e74f-8ad6
Blades of the Hollow King,Soulblight Gravelords,Infantry Hero,6,4,6,"INFANTRY,UNIQUE,WARD (6+),DEATH,WIZARD (1),VAMPIRE,SOULBLIGHT GRAVELORDS,HERO",Kennistrix's Fangs,melee,2,4,2,3,2,,Companion,270,3,6,2,Default,1,,"Solia, the Tutor [Activated · Any Combat Phase] | Aurelias [Activated · Your Hero Phase] | Retribution or Salvation [Spell · Your Hero Phase · casting value 7 · Spell]",Soulblight Gravelords - Library.cat#1ec0-40be-254d-d7a2
Blades of the Hollow King,Soulblight Gravelords,Infantry Hero,6,4,6,"INFANTRY,UNIQUE,WARD (6+),DEATH,WIZARD (1),VAMPIRE,SOULBLIGHT GRAVELORDS,HERO",Ezechiarian Greatsword,melee,5,3,3,2,2,,Crit (Auto-wound),270,3,6,2,Default,1,,"Solia, the Tutor [Activated · Any Combat Phase] | Aurelias [Activated · Your Hero Phase] | Retribution or Salvation [Spell · Your Hero Phase · casting value 7 · Spell]",Soulblight Gravelords - Library.cat#1ec0-40be-254d-d7a2
Blades of the Hollow King,Soulblight Gravelords,Infantry Hero,6,4,6,"INFANTRY,UNIQUE,WARD (6+),DEATH,WIZARD (1),VAMPIRE,SOULBLIGHT GRAVELORDS,HERO",Sissendra's Twin Blades,melee,8,3,3,1,1,,Crit (Mortal),270,3,6,2,Default,1,,"Solia, the Tutor [Activated · Any Combat Phase] | Aurelias [Activated · Your Hero Phase] | Retribution or Salvation [Spell · Your Hero Phase · casting value 7 · Spell]",Soulblight Gravelords - Library.cat#1ec0-40be-254d-d7a2
Blood Knights,Soulblight Gravelords,Cavalry,3,3,6,"DEATH,WARD (6+),CAVALRY,CHAMPION,STANDARD BEARER (1/5),SOULBLIGHT GRAVELORDS,VAMPIRE",Nightmare’s Hooves and Teeth,melee,3,5,3,0,1,,Companion,220,5,12,1,Default,5,,Riders of Ruin [Passive] | Trampled to Dust [Activated · Any Charge Phase],Soulblight Gravelords - Library.cat#3661-54d6-e953-19e0
Blood Knights,Soulblight Gravelords,Cavalry,3,3,6,"DEATH,WARD (6+),CAVALRY,CHAMPION,STANDARD BEARER (1/5),SOULBLIGHT GRAVELORDS,VAMPIRE",Templar Weapon,melee,3,3,3,1,1,,"Anti-**^^Infantry^^**(+1 Rend), Charge (+1 Damage)",220,5,12,1,Default,5,,Riders of Ruin [Passive] | Trampled to Dust [Activated · Any Charge Phase],Soulblight Gravelords - Library.cat#3661-54d6-e953-19e0
Bloodseeker Palanquin,Soulblight Gravelords,War Machine Hero,12,4,6,"HERO,WIZARD (1),WARD (6+),DEATH,SOULBLIGHT GRAVELORDS,VAMPIRE,WAR MACHINE,FLY",Sanguinarch's Stiletto,melee,5,3,3,1,2,,Crit (2 Hits),220,1,10,5,Default,1,,"Wails of the Damned [Passive] | A Promising Concoction [Activated · Once Per Battle (Army), Your Combat Phase]",Soulblight Gravelords - Library.cat#c84b-c9e9-4aa2-abeb
Bloodseeker Palanquin,Soulblight Gravelords,War Machine Hero,12,4,6,"HERO,WIZARD (1),WARD (6+),DEATH,SOULBLIGHT GRAVELORDS,VAMPIRE,WAR MACHINE,FLY",Spectral Host's Blades,melee,10,4,4,0,1,,Companion,220,1,10,5,Default,1,,"Wails of the Damned [Passive] | A Promising Concoction [Activated · Once Per Battle (Army), Your Combat Phase]",Soulblight Gravelords - Library.cat#c84b-c9e9-4aa2-abeb
"Cado Ezechiar, the Hollow King",Soulblight Gravelords,Infantry Hero,6,4,6,"DEATH,HERO,UNIQUE,WARD (6+),SOULBLIGHT GRAVELORDS,VAMPIRE,WIZARD (1),INFANTRY",Ezechiarian Greatsword,melee,5,3,3,2,2,,Crit (Auto-wound),150,1,6,2,Default,1,,Retribution or Salvation [Spell · Your Hero Phase · casting value 7 · Spell] | The Court of the Lost [Activated · Your Hero Phase],Soulblight Gravelords - Library.cat#679f-6196-6a2a-6eff
Corpse Cart,Soulblight Gravelords,War Machine,7,6,6,"WARD (6+),DEATH,SOULBLIGHT GRAVELORDS,WAR MACHINE,DEADWALKERS",Corpsemaster’s Weapon,melee,3,4,4,0,1,,-,70,1,4,2,Default,1,,Locus of Undeath [Passive],Soulblight Gravelords - Library.cat#471d-8225-b5a7-ee73
Corpse Cart,Soulblight Gravelords,War Machine,7,6,6,"WARD (6+),DEATH,SOULBLIGHT GRAVELORDS,WAR MACHINE,DEADWALKERS",Zombies’ Rusty Blades,melee,6,4,4,0,1,,Companion,70,1,4,2,Default,1,,Locus of Undeath [Passive],Soulblight Gravelords - Library.cat#471d-8225-b5a7-ee73
Coven Throne,Soulblight Gravelords,War Machine Hero,12,4,6,"HERO,WIZARD (1),WARD (6+),DEATH,SOULBLIGHT GRAVELORDS,VAMPIRE,WAR MACHINE,FLY",Acolytes' Poniards,melee,6,3,3,1,1,,-,230,1,10,5,Default,1,,"Scrying Pool [Passive] | A Promising Concoction [Activated · Once Per Battle (Army), Your Combat Phase] | Tactical Insight [Passive]",Soulblight Gravelords - Library.cat#8cb0-66eb-ab31-ca66
Coven Throne,Soulblight Gravelords,War Machine Hero,12,4,6,"HERO,WIZARD (1),WARD (6+),DEATH,SOULBLIGHT GRAVELORDS,VAMPIRE,WAR MACHINE,FLY",Matriarch's Stiletto,melee,5,3,3,1,2,,Crit (2 Hits),230,1,10,5,Default,1,,"Scrying Pool [Passive] | A Promising Concoction [Activated · Once Per Battle (Army), Your Combat Phase] | Tactical Insight [Passive]",Soulblight Gravelords - Library.cat#8cb0-66eb-ab31-ca66
Coven Throne,Soulblight Gravelords,War Machine Hero,12,4,6,"HERO,WIZARD (1),WARD (6+),DEATH,SOULBLIGHT GRAVELORDS,VAMPIRE,WAR MACHINE,FLY",Spectral Host's Blades,melee,10,4,4,0,1,,Companion,230,1,10,5,Default,1,,"Scrying Pool [Passive] | A Promising Concoction [Activated · Once Per Battle (Army), Your Combat Phase] | Tactical Insight [Passive]",Soulblight Gravelords - Library.cat#8cb0-66eb-ab31-ca66
Deadwalker Zombies,Soulblight Gravelords,Infantry,1,6,6,"DEATH,INFANTRY,WARD (6+),SOULBLIGHT GRAVELORDS,DEADWALKERS",Crude Weapon or Infectious Bite,melee,1,5,4,0,1,,-,120,20,4,1,Default,20,,Mindless Ferocity [Passive],Soulblight Gravelords - Library.cat#992e-30dd-49de-a177
Deathrattle Skeletons,Soulblight Gravelords,Infantry,1,5,6,"DEATH,INFANTRY,WARD (6+),CHAMPION,STANDARD BEARER (1/10),SOULBLIGHT GRAVELORDS,DEATHRATTLE",Ancient Weapon,melee,2,4,4,0,1,,-,90,10,4,1,Default,10,,Skeleton Legion [Activated · End of Any Turn],Soulblight Gravelords - Library.cat#849b-3125-85cd-a864
Dire Wolves,Soulblight Gravelords,Beast,2,5,6,"DEATH,WARD (6+),SOULBLIGHT GRAVELORDS,DEADWALKERS,BEAST,CHAMPION (1/10)",Rotting Fangs and Claws,melee,2,4,3,0,1,,Companion,150,10,10,1,Default,10,,On the Hunt [Passive],Soulblight Gravelords - Library.cat#663e-ba88-e7a3-e042
Fell Bats,Soulblight Gravelords,Beast,3,6,6,"DEATH,WARD (6+),SOULBLIGHT GRAVELORDS,BEAST,DEADWALKERS,FLY",Chiropteran Fangs,melee,3,4,4,0,2,,Companion,80,3,12,1,Default,3,,Fleet and Fell [Passive],Soulblight Gravelords - Library.cat#39a-8a99-a014-7427
Gorslav the Gravekeeper,Soulblight Gravelords,Infantry Hero,4,6,6,"DEATH,HERO,UNIQUE,WARD (6+),SOULBLIGHT GRAVELORDS,INFANTRY,DEADWALKERS",Gravekeeper's Spade,melee,5,4,3,1,2,,-,120,1,5,2,Default,1,,"Arise! Arise! [Activated · Once Per Battle, Reaction: You declared the 'Endless Legions' ability and picked a friendly Deadwalkers unit to be the target] | Keeper of the Corpse-gardens [Passive]",Soulblight Gravelords - Library.cat#66c8-d9e7-3166-cbbe
Hand of Nagash,Soulblight Gravelords,,1,6,6,"DEATH,WARD (6+),MANIFESTATION,ENDLESS SPELL,FLY,SOULBLIGHT GRAVELORDS",Grasping Talon,melee,5,4,2,1,2,,Crit (Mortal),,1,,,,,,Chill Grasp [Activated · Any Combat Phase] | Inescapable Reach [Activated · Your Movement Phase],Soulblight Gravelords - Library.cat#6802-a38e-cb64-31b8
"Ivya Volga, the Outcast",Soulblight Gravelords,Infantry Hero,5,5,6,"DEATH,HERO,UNIQUE,WARD (6+),SOULBLIGHT GRAVELORDS,VAMPIRE,WIZARD (1),INFANTRY",Heirloom Axe,melee,5,3,3,1,2,,Anti-**^^Monster^^**(+1 Rend),100,1,6,2,Default,1,,Total Dominance [Spell · Your Hero Phase · casting value 6 · Spell] | Shrieking Swarm [Passive] | Behemoth's Bane [Passive],Soulblight Gravelords - Library.cat#a10f-7bd6-ecff-15d0
