id,unit_name,army,category,troop_type,points,points_per_model,min_models,M,WS,BS,S,T,W,I,A,Ld,armour,shield,ward,regeneration,weapon,weapon_S,weapon_AP,weapon_rules,armour_bane,cleaving_blow,poisoned,requires_two_hands,fight_in_extra_rank,extra_attacks,horde,stubborn,unbreakable,unstable,indomitable,hatred,frenzy,named,mounts,special_rules
tiranoc-chariot,Tiranoc Chariots,High Elf Realms,special,Light Chariot,75,75,1,,4,4,3,4,4,4,1,8,,,,,Cavalry Spear,S+1,-1,Fight In Extra Rank,,,,,,,,,,,,,,,WS3 S3 I4 A1,"Elven Reflexes, Impact Hits (D6), Open Order, Quick Shot, Swiftstride, Valour of Ages"
lion-chariot-of-chrace,Lion Chariot of Chrace,High Elf Realms,special,Heavy Chariot,125,125,1,,5,4,4,4,4,4,1,8,,,,,Chracian Great Blade,S+2,-3,"Requires Two Hands, Strike Last",,,,yes,,,,yes,,,,,,,WS5 S4 I4 A2,"Close Order, Elven Reflexes, Fear, First Charge, Impact Hits (D6), Lion Cloak, Stubborn, Valour of Ages"
lothern-skycutter,Lothern Skycutter,High Elf Realms,special,Heavy Chariot,90,90,1,,4,4,3,4,4,4,1,8,,,,,Cavalry Spear,S+1,-1,Fight In Extra Rank,,,,,,,,,,,,,,,WS5 S4 I4 A2,"Close Order, Fear, Fly (10), Elven Reflexes (Sea Guard Crew only), Impact Hits (D3+1), Swiftstride, Valour of Ages"
war-lions,War Lions,High Elf Realms,special,War Beast,36,18,2,8,5,0,4,4,1,4,2,7,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Cleaving Blow, Fear, Move Through Cover, Open Order, Swiftstride, Vanguard"
flamespyre-phoenix,Flamespyre Phoenix,High Elf Realms,rare,Monstrous Creature,170,170,1,2,5,0,5,5,5,4,3,7,5,,,,Wicked Claws,S,-2,,,,,,,,,,,,,,,,,"Blessings of Asuryan, Close Order, Fear, Flaming Attacks, Fly (10), From the Ashes, Large Target, Stomp Attacks (2), Swiftstride, Wake of Fire"
frostheart-phoenix,Frostheart Phoenix,High Elf Realms,rare,Monstrous Creature,205,205,1,2,6,0,6,6,5,3,4,8,4,,,,Wicked Claws,S,-2,,,,,,,,,,,,,,,,,"Blizzard Aura, Close Order, Fear, Fly (9), Large Target, Stomp Attacks (2), Swiftstride"
great-eagle,Great Eagle,High Elf Realms,rare,Monstrous Creature,60,60,1,2,5,0,4,4,3,4,3,6,,,,,Wicked Claws,S,-2,,,,,,,,,,,,,,,,,"Close Order, Fear, Fly (10), Stomp Attacks (1), Swiftstride"
eagle-claw-bolt-thrower,Eagle-Claw Bolt Thrower,High Elf Realms,rare,War Machine,70,70,1,,4,4,3,6,2,4,2,8,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Elven Reflexes, Skirmishers, Valour of Ages"
lion-guard,Lion Guard,High Elf Realms,rare,Heavy Infantry,85,17,5,5,6,4,4,3,1,5,1,9,5,,,,Chracian Great Blade,S+2,-3,"Requires Two Hands, Strike Last",,,,yes,,,,yes,,,,,,,,"Champions of Chrace, Close Order, Elven Reflexes, Furious Charge, Lion Cloak, Stubborn, Veteran"
merwyrm,Merwyrm,High Elf Realms,rare,Behemoth,200,200,1,6,6,0,6,6,6,3,4,8,5,,,,Lashing Talons,S,-1,Armour Bane (1),1,,,,,,,,,,,,,,,"Abyssal Cloak, Close Order, Enfeebling Cold, Impact Hits (D3), Large Target, Stomp Attacks (D3+1), Terror"
duke,Duke,Kingdom of Bretonnia,characters,Regular Infantry,175,175,1,4,7,3,5,4,4,5,5,9,5,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Blessings of the Lady, Rallying Cry, The Grail Vow"
baron,Baron,Kingdom of Bretonnia,characters,Regular Infantry,100,100,1,4,6,3,4,4,3,5,4,9,5,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Blessings of the Lady, Rallying Cry, The Knight's Vow"
prophetess,Prophetess,Kingdom of Bretonnia,characters,Regular Infantry,135,135,1,4,4,3,3,3,3,3,2,8,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Aura of the Lady, Blessings of the Lady, Lore of the Lady, Magical Attacks, Magic Resistance (-2), Shield of the Lady"
paladin,Paladin,Kingdom of Bretonnia,characters,Regular Infantry,60,60,1,4,6,3,4,4,2,4,3,8,5,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Blessings of the Lady, Rallying Cry, The Knight's Vow"
damsel,Damsel,Kingdom of Bretonnia,characters,Regular Infantry,60,60,1,4,3,3,3,3,2,3,1,7,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Aura of the Lady, Blessings of the Lady, Lore of the Lady, Magical Attacks, Magic Resistance (-2), Shield of the Lady"
sergeant-at-arms,Sergeant-at-Arms,Kingdom of Bretonnia,characters,Regular Infantry,45,45,1,4,4,2,4,3,2,4,2,7,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Levies, Peasant's Duty, Peasantry, Warband"
outcast-wizard,Outcast Wizard,Kingdom of Bretonnia,characters,Regular Infantry,45,45,1,4,3,3,3,3,2,3,1,7,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Magical Attacks, Magic Resistance (-1), Untutored Arcanist"
the-green-knight,The Green Knight,Kingdom of Bretonnia,characters,Heavy Cavalry,275,275,1,,7,3,4,4,4,6,4,9,4,yes,,,Hand Weapon,S,0,,,,,,,,,,yes,yes,,,,yes,WS4 S4 I4 A1,"Aura of the Fay, Blessed Knight, Ethereal, Guardian of the Sacred Sites, Immune to Psychology, Loner, Move Through Cover, Rallying Cry, Terror, Unbreakable, Unstable"
sir-cecil-gastonne,Sir Cecil Gastonne,Kingdom of Bretonnia,characters,Regular Infantry,165,165,1,4,7,3,4,4,3,5,4,9,5,yes,,,Hand Weapon,S,0,,,,,,,,,,,,,,,yes,,"Blessings of the Lady, Rallying Cry, The Wyrm Slayer, The Exile's Vow"
lady-elisse-duchaard,Lady Élisse Duchaard,Kingdom of Bretonnia,characters,Monstrous Cavalry,225,225,1,,4,3,3,4,5,3,2,8,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,yes,WS4 S4 I5 A2,"Arcane Backlash, Armour Bane (2 - Ariandir only), Armoured Hide (1), Aura of the Lady, Beguiling Aura, Blessings of the Lady, Counter Charge, Lore of the Lady, Magical Attacks, Magic Resistance (-2), Shield of the Lady, Stomp Attacks (1), Swiftstride"
men-at-arms,Men-at-Arms,Kingdom of Bretonnia,core,Regular Infantry,40,4,10,4,2,2,3,3,1,3,1,5,6,yes,,,Hand Weapon,S,0,,,,,,,,yes,,,,,,,,,"Close Order, Horde, Levies, Peasantry, Shieldwall, Warband"
peasant-bowmen,Peasant Bowmen,Kingdom of Bretonnia,core,Regular Infantry,50,5,10,4,2,3,3,3,1,3,1,7,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Close Order, Levies, Peasantry"
knights-of-the-realm-on-foot,Knights of the Realm on Foot,Kingdom of Bretonnia,core,Heavy Infantry,55,11,5,4,4,2,3,3,1,3,1,8,,yes,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Blessings of the Lady, Close Order, Furious Charge, The Knight's Vow"
mounted-knights-of-the-realm,Mounted Knights of the Realm,Kingdom of Bretonnia,core,Heavy Cavalry,72,24,3,,4,2,3,3,1,3,1,8,4,yes,,,Lance,S+2,-2,Armour Bane (1),1,,,,,,,,,,,,,,WS3 S3 I3 A1,"Blessings of the Lady, Close Order, Counter Charge, Finest Warhorses, First Charge, Lance Formation, Swiftstride, The Knight's Vow"
knights-errant,Knights Errant,Kingdom of Bretonnia,core,Heavy Cavalry,57,19,3,,3,2,3,3,1,3,1,7,4,yes,,,Lance,S+2,-2,Armour Bane (1),1,,,,,,,,,,,,,,WS3 S3 I3 A1,"Blessings of the Lady, Close Order, Finest Warhorses, First Charge, Impetuous, Lance Formation, Swiftstride, The Knight's Vow"
yeomen-guard,Yeomen Guard,Kingdom of Bretonnia,core,Regular Infantry,50,5,10,4,3,3,3,3,1,3,1,6,6,yes,,,Halberd,S+1,0,"Armour Bane (1), Requires Two Hands",1,,,yes,,,yes,,,,,,,,,"Close Order, Horde, Peasantry, Shieldwall, Veteran, Warband"
battle-pilgrims,Battle Pilgrims,Kingdom of Bretonnia,core,Heavy Infantry,30,6,5,4,2,2,3,3,1,3,1,8,6,yes,,,Hand Weapon,S,0,,,,,,,,,yes,,,,yes,,,,"Close Order, Hatred (all enemies), Levies, Peasantry, Stubborn"
questing-knights,Questing Knights,Kingdom of Bretonnia,special,Heavy Cavalry,78,26,3,,5,2,4,3,1,4,1,8,4,yes,,,Great Weapon,S+2,-2,"Armour Bane (1), Requires Two Hands, Strike Last",1,,,yes,,,,,,,,,,,WS3 S3 I3 A1,"Blessings of the Lady, Close Order, Finest Warhorses, First Charge, Lance Formation, Swiftstride, the Questing Vow"
pegasus-knights,Pegasus Knights,Kingdom of Bretonnia,special,Monstrous Cavalry,177,59,3,,4,2,4,4,2,3,1,8,4,yes,,,Lance,S+2,-2,Armour Bane (1),1,,,,,,,,,,,,,,WS3 S4 I4 A2,"Blessings of the Lady, Counter Charge, Dispersed Formation, First Charge, Fly (10), Furious Charge (Pegasus Knights & First Knight only), Skirmishers, Swiftstride, The Knight's Vow"
mounted-yeomen,Mounted Yeomen,Kingdom of Bretonnia,special,Light Cavalry,65,13,5,,3,3,3,3,1,3,1,6,,,,,Cavalry Spear,S+1,-1,Fight In Extra Rank,,,,,,,,,,,,,,,WS3 S3 I3 A1,"Fast Cavalry, Fire & Flee, Levies, Open Order, Peasantry, Reserve Move, Skirmishers, Swiftstride"
squires,Squires,Kingdom of Bretonnia,special,Regular Infantry,35,7,5,4,3,3,3,3,1,3,1,7,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Move Through Cover, Open Order, Peasantry, Skirmishers, Vanguard"
grail-knights,Grail Knights,Kingdom of Bretonnia,rare,Heavy Cavalry,114,38,3,,6,2,4,4,1,5,2,9,4,yes,,,Lance,S+2,-2,Armour Bane (1),1,,,,,,,,,,,,,,WS3 S3 I3 A1,"Blessings of the Lady, Close Order, Counter Charge, Finest Warhorses, First Charge, Lance Formation, Living Saints, Swiftstride, The Grail Vow"
field-trebuchet,Field Trebuchet,Kingdom of Bretonnia,rare,War Machine,100,100,1,,2,2,3,7,3,3,4,6,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Levies, Peasantry, Skirmishers"
border-princes-brigands,Border Princes Brigands,Kingdom of Bretonnia,rare,Regular Infantry,40,4,10,4,3,3,3,3,1,3,1,6,6,,,,Hand Weapon,S,0,,,,,,,,yes,,,,,,,,,"Horde, Impetuous, Levies, Motley Crew, Open Order, Warband"
border-princes-bombard,Border Princes Bombard,Kingdom of Bretonnia,rare,War Machine,100,100,1,,3,3,3,7,3,3,3,7,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Levies, Skirmishers"
slann-mage-priest,Slann Mage-Priest,Lizardmen,characters,Monstrous Creature,285,285,1,2,2,3,3,4,5,2,1,9,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Arcane Shield, Cold Blooded {renegade}, Fly (8), Lore of Lustria, Palanquin, Wisdom of the Old Ones"
saurus-oldblood,Saurus Oldblood,Lizardmen,characters,Heavy Infantry,140,140,1,4,6,0,5,5,3,3,5,8,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,
saurus-scar-veteran,Saurus Scar-Veteran,Lizardmen,characters,Heavy Infantry,90,90,1,4,5,0,5,5,2,3,4,8,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,
skink-priest,Skink Priest,Lizardmen,characters,Regular Infantry,60,60,1,6,2,3,3,2,2,4,1,6,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,
skink-chief,Skink Chief,Lizardmen,characters,Regular Infantry,45,45,1,6,4,5,4,3,2,6,3,6,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,
saurus-warriors,Saurus Warriors,Lizardmen,core,Heavy Infantry,140,14,10,4,3,0,4,4,1,1,2,8,5,yes,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Close Order, Cold Blooded {renegade}, Obsidian Blades"
temple-guard,Temple Guard,Lizardmen,core,Heavy Infantry,150,15,10,4,4,0,4,4,1,1,2,8,4,yes,,,Halberd,S+1,0,"Armour Bane (1), Requires Two Hands",1,,,yes,,,,yes,,,,,,,,"Close Order, Cold Blooded {renegade}, Guardians {renegade}, Obsidian Blades, Predatory Fighter, Armoured Hide (2), Shieldwall, Stubborn"
skink-skirmishers,Skink Skirmishers,Lizardmen,core,Regular Infantry,50,5,10,6,2,3,3,2,1,4,1,5,6,yes,,,Hand Weapon,S,0,,,,yes,,,,,,,,,,,,,"Cold Blooded {renegade}, Move Through Cover, Poisoned Attacks (Javelins only), Skirmishers"
jungle-swarms,Jungle Swarms,Lizardmen,core,Swarm,120,40,3,5,3,0,2,2,5,1,5,5,,,,,Hand Weapon,S,0,,,,yes,,,,,,yes,,,,,,,"Cold Blooded {renegade}, Immune to Psychology, Loner, Move Through Cover, Poisoned Attacks, Skirmishers, Unbreakable, Vanguard"
chameleon-skinks,Chameleon Skinks,Lizardmen,special,Regular Infantry,55,11,5,6,2,4,3,2,1,4,1,6,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,
kroxigor,Kroxigors,Lizardmen,special,Monstrous Infantry,147,49,3,6,3,0,5,4,3,3,3,7,,,,,Great Weapon,S+2,-2,"Armour Bane (1), Requires Two Hands, Strike Last",1,,,yes,,,,,,,,,,,,
terradon-riders,Terradon Riders,Lizardmen,special,Monstrous Cavalry,96,32,3,,2,3,3,3,2,4,1,5,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,WS3 S4 I2 A1,
ripperdactyl-riders,Ripperdactyl Riders,Lizardmen,special,Monstrous Cavalry,120,40,3,,2,3,3,3,2,4,1,5,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,WS3 S4 I3 A2,
cold-one-riders,Cold One Riders,Lizardmen,special,Heavy Cavalry,170,34,5,,4,0,4,4,1,2,2,8,4,yes,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,WS3 S4 I2 A2,"Armour Bane (1 - Cold One only), Armoured Hide (1), Close Order, Cold Blooded {renegade}, Fear, Obsidian Blades, Stupidity, Swiftstride"
bastiladon,Bastiladon,Lizardmen,special,Monstrous Creature,160,160,1,4,3,,4,5,4,1,3,,,,,,Thunderous Bludgeon,S,-3,Strike Last,,,yes,,,,,yes,,,,,,,WS2 S3 I4 A1,"Close Order, Cold Blooded {renegade}, Immune to Psychology, Impact Hits (D3), Impervious Defence, Large Target, Poisoned Attacks (Javelins only), Stomp Attacks (D3+1), Stubborn, Terror"
stegadon,Stegadon,Lizardmen,special,Behemoth,215,215,1,6,3,,5,6,5,2,4,,,,,,Great Horns,S,-3,,,,yes,,,,,yes,,,,,,,WS2 S3 I4 A1,"Close Order, Cold Blooded {renegade}, Howdah {renegade}, Immune to Psychology, Impact Hits (D3+1), Large Target, Poisoned Attacks (Javelins only), Stomp Attacks (D3+2), Stubborn, Terror"
salamander-pack,Salamander Pack,Lizardmen,rare,Regular Infantry,75,75,1,6,2,3,3,2,1,4,1,5,5,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Aquatic, Beast Handlers, Cold Blooded {renegade}, Fear, Skirmishers"
razordon-pack,Razordon Pack,Lizardmen,rare,Regular Infantry,60,60,1,6,2,3,3,2,1,4,1,5,5,,,,Wicked Claws,S,-2,,,,,,,,,,,,,,,,,"Aquatic, Beast Handlers, Cold Blooded {renegade}, Fear, Skirmishers"
troglodon,Troglodon,Lizardmen,rare,Monstrous Creature,200,200,1,7,3,,5,5,5,2,3,,5,,,,Venomous Talons,S,-2,Poisoned Attacks,,,yes,,,,,yes,,,,,,,WS2 S3 I4 A1,"Arcane Vassal, Aquatic, Close Order, Cold Blooded {renegade}, Immune to Psychology, Large Target, Lore of Lustria, Primeval Roar, Stomp Attacks (2), Stubborn, Terror"
ancient-stegadon,Ancient Stegadon,Lizardmen,rare,Behemoth,230,230,1,6,4,,6,6,5,1,3,,,,,,Great Horns,S,-3,,,,yes,,,,,yes,,,,,,,WS2 S3 I4 A1,"Close Order, Cold Blooded {renegade}, Howdah {renegade}, Immune to Psychology, Impact Hits (D3+1), Large Target, Poisoned Attacks (Javelins only), Stomp Attacks (D3+2), Stubborn, Terror"
tyrant,Tyrant,Ogre Kingdoms,characters,Monstrous Infantry,185,185,1,6,6,4,5,5,5,5,5,9,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,
bruiser,Bruiser,Ogre Kingdoms,characters,Monstrous Infantry,110,110,1,6,5,3,5,5,4,4,4,8,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,
slaughtermaster,Slaughtermaster,Ogre Kingdoms,characters,Monstrous Infantry,230,230,1,6,4,3,4,5,5,3,4,8,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Armour Bane (1), Fear, Impact Hits (2), Lore of the Great Maw {renegade}, Ogre Charge"
butcher,Butcher,Ogre Kingdoms,characters,Monstrous Infantry,105,105,1,6,3,2,4,5,4,2,3,7,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Armour Bane (1), Fear, Impact Hits (2), Lore of the Great Maw {renegade}, Ogre Charge"
hunter,Hunter,Ogre Kingdoms,characters,Monstrous Infantry,115,115,1,6,5,4,5,5,4,3,4,9,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,
firebelly,Firebelly,Ogre Kingdoms,characters,Monstrous Infantry,110,110,1,6,3,2,4,5,4,2,3,7,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Armour Bane (1), Blessings of the Volcano God, Fear, Flaming Attacks, Impact Hits (1), Ogre Charge"
ogre-bulls,Ogre Bulls,Ogre Kingdoms,core,Monstrous Infantry,93,31,3,6,3,2,4,4,3,2,3,7,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,
ironguts,Ironguts,Ogre Kingdoms,core,Monstrous Infantry,117,39,3,6,3,2,4,4,3,2,3,8,5,,,,Great Weapon,S+2,-2,"Armour Bane (1), Requires Two Hands, Strike Last",1,,,yes,,,,,,,,,,,,
gnoblar-fighters,Gnoblar Fighters,Ogre Kingdoms,core,Regular Infantry,40,2,20,4,2,3,2,3,1,3,1,5,,,,,Hand Weapon,S,0,,,,,,,,yes,,,,,,,,,"Close Order, Horde, Largely Insignificant"
gnoblar-trappers,Gnoblar Trappers,Ogre Kingdoms,core,Regular Infantry,50,5,10,4,2,3,2,3,1,3,1,5,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,
sabretusk-pack,Sabretusk Pack,Ogre Kingdoms,core,War Beast,34,17,2,8,4,0,4,4,2,4,2,6,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Armour Bane (1), Fear, Impetuous, Loner, Move Through Cover, Open Order, Skirmishers, Swiftstride"
leadbelchers,Leadbelchers,Ogre Kingdoms,special,Monstrous Infantry,82,41,2,6,3,3,4,4,3,2,3,7,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,
maneaters,Maneaters,Ogre Kingdoms,special,Monstrous Infantry,108,54,2,6,4,4,5,4,3,3,4,8,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,
mournfang-cavalry,Mournfang Cavalry,Ogre Kingdoms,special,Monstrous Cavalry,128,64,2,,3,2,4,4,4,2,3,7,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,WS3 S5 I2 A3,
yhetees,Yhetees,Ogre Kingdoms,special,Monstrous Infantry,138,46,3,7,3,0,5,4,3,4,3,7,6,,,,Grimfrost Weapon,S,-1,"Armour Bane (1), Magical Attacks",1,,,,,,,,,,,,,,,"Armoured Hide (1), Fear, Flammable, Loner, Move Through Cover, Numbing Chill, Open Order, Swiftstride"
ironblaster,Ironblaster,Ogre Kingdoms,special,Heavy Chariot,185,185,1,,3,3,4,6,5,2,3,7,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,WS2 S2 I3 A1 | WS3 S5 I2 A3,"Armour Bane (2 - Rhinox only), Close Order, Fear, First Charge, Impact Hits (D6+1), Large Target"
gnoblar-scraplauncher,Gnoblar Scraplauncher,Ogre Kingdoms,special,Heavy Chariot,140,140,1,,2,3,2,5,5,3,1,5,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,WS3 S5 I2 A3,"Armour Bane (2 - Rhinox only), Close Order, Fear, First Charge, Impact Hits (D6+1), Large Target"
stonehorn-riders,Stonehorn Riders,Ogre Kingdoms,rare,Behemoth,245,245,1,7,3,,6,6,6,2,4,,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,WS3 S4 I2 A3 | WS3 S4 I2 A3,"Armour Bane (2 - Stonehorn only), Close Order, First Charge, Howdah, Impact Hits (D6+1), Large Target, Stone Skeleton, Swiftstride, Terror, Thunderous Charge"
thundertusk-riders,Thundertusk Riders,Ogre Kingdoms,rare,Behemoth,215,215,1,6,3,,6,6,6,2,4,,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,WS3 S4 I2 A3 | WS3 S4 I2 A3,"Close Order, First Charge, Howdah, Impact Hits (D3), Large Target, Numbing Chill, Stomp Attacks (3), Swiftstride, Terror"
giant,Giant,Ogre Kingdoms,rare,Behemoth,200,200,1,6,3,1,6,7,6,2,,10,6,,,,Giant's Club,S,0,,,,,,,,,,yes,,,,,,,"Close Order, Giant Attacks, Immune to Psychology, Large Target, Pick Up And..., Stomp Attacks (D6), Terror, Timmm-berrr!, Unbreakable"
gorger,Gorger,Ogre Kingdoms,rare,Monstrous Creature,90,90,1,6,3,0,5,5,4,2,4,8,6,,,,Wicked Claws,S,-2,,,,,,,,,,,,,,,,,
black-orc-warboss,Black Orc Warboss,Orc & Goblin Tribes,characters,Heavy Infantry,135,135,1,4,7,3,5,5,3,6,4,9,4,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Choppas, Da Boyz, Furious Charge (doesn't apply to a mount), Ignore Panic, Quell Impetuosity, Rallying Cry, Waaagh!"
black-orc-bigboss,Black Orc Bigboss,Orc & Goblin Tribes,characters,Heavy Infantry,75,75,1,4,6,3,4,5,2,5,3,8,4,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Choppas, Da Boyz, Furious Charge (doesn't apply to a mount), Ignore Panic, Quell Impetuosity, Rallying Cry, Waaagh!"
orc-warboss,Orc Warboss,Orc & Goblin Tribes,characters,Regular Infantry,110,110,1,4,6,2,5,5,3,5,4,8,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Choppas, Furious Charge (doesn't apply to a mount), Ignore Goblin Panic, Impetuous, Rallying Cry, Waaagh!, Warband"
orc-bigboss,Orc Bigboss,Orc & Goblin Tribes,characters,Regular Infantry,55,55,1,4,5,2,4,5,2,4,3,7,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Choppas, Furious Charge (doesn't apply to a mount), Ignore Goblin Panic, Impetuous, Rallying Cry, Waaagh!, Warband"
orc-weirdnob,Orc Weirdnob,Orc & Goblin Tribes,characters,Regular Infantry,140,140,1,4,4,2,4,5,3,4,2,8,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Choppas, Ignore Goblin Panic, Lore of Gork, Mob Rule, Warband"
orc-weirdboy,Orc Weirdboy,Orc & Goblin Tribes,characters,Regular Infantry,65,65,1,4,3,2,3,4,2,3,1,7,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Choppas, Ignore Goblin Panic, Lore of Gork, Mob Rule, Warband"
goblin-warboss,Goblin Warboss,Orc & Goblin Tribes,characters,Regular Infantry,60,60,1,4,5,3,4,4,3,5,4,7,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Fear of Elves, Impetuous, Rallying Cry, Warband"
goblin-bigboss,Goblin Bigboss,Orc & Goblin Tribes,characters,Regular Infantry,35,35,1,4,4,3,4,4,2,4,3,6,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Fear of Elves, Impetuous, Rallying Cry, Warband"
goblin-oddnob,Goblin Oddnob,Orc & Goblin Tribes,characters,Regular Infantry,135,135,1,4,4,3,3,4,3,4,2,7,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Fear of Elves, Lore of Mork, Warband"
goblin-oddgit,Goblin Oddgit,Orc & Goblin Tribes,characters,Regular Infantry,60,60,1,4,3,3,3,3,2,3,1,6,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Fear of Elves, Lore of Mork, Warband"
night-goblin-warboss,Night Goblin Warboss,Orc & Goblin Tribes,characters,Regular Infantry,55,55,1,4,5,3,4,4,3,5,4,6,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,yes,,,,"Fear of Elves, Hatred (Dwarfs), Rallying Cry, Warband"
night-goblin-bigboss,Night Goblin Bigboss,Orc & Goblin Tribes,characters,Regular Infantry,30,30,1,4,4,3,4,4,2,4,3,5,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,yes,,,,"Fear of Elves, Hatred (Dwarfs), Rallying Cry, Warband"
night-goblin-oddnob,Night Goblin Oddnob,Orc & Goblin Tribes,characters,Regular Infantry,130,130,1,4,4,3,3,4,3,4,2,6,,,,,Hand Weapon,S,0,,,,,,,,,,,,,yes,,,,"Fear of Elves, Hatred (Dwarfs), Lore of Mork, Warband"
night-goblin-oddgit,Night Goblin Oddgit,Orc & Goblin Tribes,characters,Regular Infantry,55,55,1,4,3,3,3,3,2,3,1,5,,,,,Hand Weapon,S,0,,,,,,,,,,,,,yes,,,,"Fear of Elves, Hatred (Dwarfs), Lore of Mork, Warband"
kiknik-toofsnatcha,Kiknik Toofsnatcha,Orc & Goblin Tribes,characters,Light Cavalry,105,105,1,4,5,3,4,4,3,5,4,8,5,yes,,,Cavalry Spear,S+1,-1,Fight In Extra Rank,,,,,,,,,,,,,,yes,WS3 S4 I3 A2,"All Sneaky Like, Ambushers, Armour Bane (1 - Chompa only), Armoured Hide (1), Chariot Runners, Fast Cavalry, Fear of Elves, Impetuous, 'It & Run, Rallying Cry, Swiftstride, Warband"
ogdruz-swampdigga,Ogdruz Swampdigga,Orc & Goblin Tribes,characters,Regular Infantry,195,195,1,4,4,2,4,5,3,4,2,8,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,yes,,"Choppas, Da Troll Calla, Ignore Goblin Panic, Protect Da Boss, Syphoned Strength, Warband"
troll-hag,Troll Hag,Orc & Goblin Tribes,characters,Behemoth,235,235,1,5,3,2,6,5,6,2,3,8,5,,,5,Troll Vomit,3,-2,,,,,,,,,,yes,,,,,,,"Close Order, Flammable, Immune to Psychology, Indiscriminate Hunger, Large Target, Motherly Love, Regeneration (5+), Slimy Shanks, Stomp Attacks (D6), Stupidity, Terror, Timmm-berrr!, Unbreakable"
common-troll-mob,Common Troll Mob,Orc & Goblin Tribes,core,Monstrous Infantry,39,39,1,6,3,1,5,4,3,2,3,6,6,,,5,Troll Vomit,3,-2,,,,,,,,,,,,,,,,,"Armour Bane (1), Close Order, Fear, Flammable, Regeneration (5+), Stupidity, Motley Crew"
river-troll-mob,River Troll Mob,Orc & Goblin Tribes,core,Monstrous Infantry,47,47,1,6,3,1,5,4,4,1,3,6,6,,,5,Troll Vomit,3,-2,,,,,,,,,,,,,,,,,"Armour Bane (1), Close Order, Fear, Flammable, Regeneration (5+), Stupidity, Motley Crew"
