unit_name,faction,shared_with,id,points,models,T,W,Sv,InSv,FNP,OC,move,keywords,model_groups,weapon_name,weapon_type,attacks,skill,S,AP,damage,weapon_models,abilities,notes
Falcon,Xenos - Aeldari,,1d83-167-486c-bac4,130,1,9,12,3,,,3,14.0,"FLY, TRANSPORT, VEHICLE",,Twin Shuriken Catapult,Ranged,2,3,4,-1,1,1,Twin-linked,
Farseer,Xenos - Aeldari,,b2f5-8219-f875-917e,65,1,3,4,6,4,,1,7.0,"CHARACTER, INFANTRY, PSYKER",,Eldritch Storm,Ranged,D6,3,6,-2,D3,1,Blast,
Farseer,Xenos - Aeldari,,b2f5-8219-f875-917e,65,1,3,4,6,4,,1,7.0,"CHARACTER, INFANTRY, PSYKER",,Shuriken Pistol,Ranged,1,3,4,-1,1,1,,
Farseer,Xenos - Aeldari,,b2f5-8219-f875-917e,65,1,3,4,6,4,,1,7.0,"CHARACTER, INFANTRY, PSYKER",,Witchblade,Melee,2,2,3,0,2,1,Anti-Infantry 2+,
Farseer Skyrunner,Xenos - Aeldari,,833b-55bc-73be-8862,60,1,4,5,6,4,,2,14.0,"CHARACTER, FLY, MOUNTED, PSYKER",,Eldritch Storm,Ranged,D6,3,6,-2,D3,1,Blast,
Farseer Skyrunner,Xenos - Aeldari,,833b-55bc-73be-8862,60,1,4,5,6,4,,2,14.0,"CHARACTER, FLY, MOUNTED, PSYKER",,Shuriken Pistol,Ranged,1,3,4,-1,1,1,,
Farseer Skyrunner,Xenos - Aeldari,,833b-55bc-73be-8862,60,1,4,5,6,4,,2,14.0,"CHARACTER, FLY, MOUNTED, PSYKER",,Twin Shuriken Catapult,Ranged,2,3,4,-1,1,1,Twin-linked,
Farseer Skyrunner,Xenos - Aeldari,,833b-55bc-73be-8862,60,1,4,5,6,4,,2,14.0,"CHARACTER, FLY, MOUNTED, PSYKER",,Witchblade,Melee,2,2,3,0,2,1,Anti-Infantry 2+,
Fire Dragons,Xenos - Aeldari,,5374-9e93-8af2-819e,120,5,3,1,3,5,,1,7.0,INFANTRY,4x T3 W1 Sv3+ Inv5+ | 1x T3 W2 Sv3+ Inv5+,Dragon Fusion Gun,Ranged,1,3,9,-4,D6,4,Melta 3,
Fire Dragons,Xenos - Aeldari,,5374-9e93-8af2-819e,120,5,3,1,3,5,,1,7.0,INFANTRY,4x T3 W1 Sv3+ Inv5+ | 1x T3 W2 Sv3+ Inv5+,Close combat weapon,Melee,2,3,3,0,1,4,,
Fire Dragons,Xenos - Aeldari,,5374-9e93-8af2-819e,120,5,3,1,3,5,,1,7.0,INFANTRY,4x T3 W1 Sv3+ Inv5+ | 1x T3 W2 Sv3+ Inv5+,Close combat weapon,Melee,2,3,3,0,1,1,,
Fire Dragons,Xenos - Aeldari,,5374-9e93-8af2-819e,120,5,3,1,3,5,,1,7.0,INFANTRY,4x T3 W1 Sv3+ Inv5+ | 1x T3 W2 Sv3+ Inv5+,Exarch's Dragon Fusion Gun,Ranged,1,3,9,-4,D6,1,Melta 6,
Fire Prism,Xenos - Aeldari,,9940-a69b-682e-ccf4,150,1,9,12,3,,,3,14.0,"FLY, VEHICLE",,➤ Prism Cannon - dispersed pulse,Ranged,2D6,3,6,-2,2,1,Blast,
Fire Prism,Xenos - Aeldari,,9940-a69b-682e-ccf4,150,1,9,12,3,,,3,14.0,"FLY, VEHICLE",,Wraithbone Hull,Melee,3,4,6,0,1,1,,
Fire Prism,Xenos - Aeldari,,9940-a69b-682e-ccf4,150,1,9,12,3,,,3,14.0,"FLY, VEHICLE",,Twin Shuriken Catapult,Ranged,2,3,4,-1,1,1,Twin-linked,
Fuegan,Xenos - Aeldari,,9262-3993-1368-be5a,130,1,3,5,2,4,,1,7.0,"CHARACTER, EPIC HERO, INFANTRY",,➤ Searsong - Beam,Ranged,3,2,8,-3,2,1,"Sustained Hits 2, Melta 1",
Fuegan,Xenos - Aeldari,,9262-3993-1368-be5a,130,1,3,5,2,4,,1,7.0,"CHARACTER, EPIC HERO, INFANTRY",,The Fire Axe,Melee,6,2,5,-4,3,1,,
Guardian Defenders,Xenos - Aeldari,,e78a-4442-4ed2-66bf,90,11,3,1,4,,,2,7.0,"BATTLELINE, INFANTRY",10x T3 W1 Sv4+ | 1x T3 W2 Sv4+,Close Combat Weapon,Melee,1,3,3,0,1,10,,
Guardian Defenders,Xenos - Aeldari,,e78a-4442-4ed2-66bf,90,11,3,1,4,,,2,7.0,"BATTLELINE, INFANTRY",10x T3 W1 Sv4+ | 1x T3 W2 Sv4+,Shuriken Catapult,Ranged,2,3,4,-1,1,10,,
Guardian Defenders,Xenos - Aeldari,,e78a-4442-4ed2-66bf,90,11,3,1,4,,,2,7.0,"BATTLELINE, INFANTRY",10x T3 W1 Sv4+ | 1x T3 W2 Sv4+,Close Combat Weapon,Melee,1,3,3,0,1,1,,
Hemlock Wraithfighter,Xenos - Aeldari,,551b-900c-3681-8f11,155,1,8,12,3,,,0,0.0,"AIRCRAFT, FLY, PSYKER, VEHICLE",,Wraithbone Hull,Melee,3,4,6,0,1,1,,
Hemlock Wraithfighter,Xenos - Aeldari,,551b-900c-3681-8f11,155,1,8,12,3,,,0,0.0,"AIRCRAFT, FLY, PSYKER, VEHICLE",,Heavy D-Scythe,Ranged,D6,4,12,-4,2,2,Blast,
Howling Banshees,Xenos - Aeldari,,7fcb-9262-474a-7cec,85,5,3,1,4,4,,1,8.0,INFANTRY,4x T3 W1 Sv4+ Inv4+ | 1x T3 W2 Sv4+ Inv4+,Banshee Blade,Melee,2,2,4,-2,2,4,Anti-Infantry 3+,
Howling Banshees,Xenos - Aeldari,,7fcb-9262-474a-7cec,85,5,3,1,4,4,,1,8.0,INFANTRY,4x T3 W1 Sv4+ Inv4+ | 1x T3 W2 Sv4+ Inv4+,Shuriken Pistol,Ranged,1,3,4,-1,1,4,,
Howling Banshees,Xenos - Aeldari,,7fcb-9262-474a-7cec,85,5,3,1,4,4,,1,8.0,INFANTRY,4x T3 W1 Sv4+ Inv4+ | 1x T3 W2 Sv4+ Inv4+,Banshee Blade,Melee,2,2,4,-2,2,1,Anti-Infantry 3+,
Howling Banshees,Xenos - Aeldari,,7fcb-9262-474a-7cec,85,5,3,1,4,4,,1,8.0,INFANTRY,4x T3 W1 Sv4+ Inv4+ | 1x T3 W2 Sv4+ Inv4+,Shuriken Pistol,Ranged,1,3,4,-1,1,1,,
Jain Zar,Xenos - Aeldari,,77f9-e8de-225f-9e68,105,1,3,5,2,4,,1,8.0,"CHARACTER, EPIC HERO, INFANTRY",,Silent Death,Ranged,6,2,6,-2,1,1,,
Jain Zar,Xenos - Aeldari,,77f9-e8de-225f-9e68,105,1,3,5,2,4,,1,8.0,"CHARACTER, EPIC HERO, INFANTRY",,Blade of Destruction,Melee,8,2,6,-3,2,1,Anti-Infantry 3+,
Kharseth,Xenos - Aeldari,Xenos - Drukhari,4273-173c-e850-4071,85,1,3,4,6,4,,1,7.0,"CHARACTER, EPIC HERO, INFANTRY, PSYKER",,Dread of the Deep Void,Ranged,D6+2,3,3,-2,1,1,"Blast, Ignores Cover, Anti-Infantry 2+",
Kharseth,Xenos - Aeldari,Xenos - Drukhari,4273-173c-e850-4071,85,1,3,4,6,4,,1,7.0,"CHARACTER, EPIC HERO, INFANTRY, PSYKER",,Waystave,Melee,3,2,3,0,3,1,Anti-Infantry 2+,
Leystalker,Xenos - Aeldari,,f66d-451d-f4ae-c2e9,80,1,5,4,4,,,2,10.0,"CHARACTER, MOUNTED",,Hunting Blades,Melee,2,3,3,-1,1,1,,
Leystalker,Xenos - Aeldari,,f66d-451d-f4ae-c2e9,80,1,5,4,4,,,2,10.0,"CHARACTER, MOUNTED",,Long Rifle,Ranged,2,2,6,-2,3,1,,devastating wounds: non-monster/vehicle
Leystalker,Xenos - Aeldari,,f66d-451d-f4ae-c2e9,80,1,5,4,4,,,2,10.0,"CHARACTER, MOUNTED",,Drakesteed Fangs and Talons,Melee,3,3,5,-1,1,1,,
Lhykhis,Xenos - Aeldari,,8bbc-7ae0-5d5c-a105,135,1,3,5,2,4,,1,12.0,"CHARACTER, EPIC HERO, FLY, INFANTRY",,Brood Twain,Ranged,D6+3,2,6,-2,1,1,"Twin-linked, Torrent, Ignores Cover",
Lhykhis,Xenos - Aeldari,,8bbc-7ae0-5d5c-a105,135,1,3,5,2,4,,1,12.0,"CHARACTER, EPIC HERO, FLY, INFANTRY",,Spider's Fangs,Melee,5,2,4,-2,1,1,Lethal Hits,
Lhykhis,Xenos - Aeldari,,8bbc-7ae0-5d5c-a105,135,1,3,5,2,4,,1,12.0,"CHARACTER, EPIC HERO, FLY, INFANTRY",,Weaverender,Melee,5,2,6,-2,2,1,Lethal Hits,
Maugan Ra,Xenos - Aeldari,,6f18-95b7-2662-8925,100,1,3,5,2,4,,1,7.0,"CHARACTER, EPIC HERO, INFANTRY",,Maugetar,Ranged,6,2,7,-2,2,1,"Devastating Wounds, Ignores Cover",
Maugan Ra,Xenos - Aeldari,,6f18-95b7-2662-8925,100,1,3,5,2,4,,1,7.0,"CHARACTER, EPIC HERO, INFANTRY",,Maugetar,Melee,5,2,6,-2,2,1,,
Night Spinner,Xenos - Aeldari,,908a-fc2b-5a53-599f,170,1,9,12,3,,,3,14.0,"FLY, VEHICLE",,Doomweaver,Ranged,D6+3,3,7,-1,2,1,"Twin-linked, Blast",
Night Spinner,Xenos - Aeldari,,908a-fc2b-5a53-599f,170,1,9,12,3,,,3,14.0,"FLY, VEHICLE",,Wraithbone Hull,Melee,3,4,6,0,1,1,,
Night Spinner,Xenos - Aeldari,,908a-fc2b-5a53-599f,170,1,9,12,3,,,3,14.0,"FLY, VEHICLE",,Twin Shuriken Catapult,Ranged,2,3,4,-1,1,1,Twin-linked,
Prince Yriel,Xenos - Aeldari,Xenos - Drukhari,54dc-aa1f-817a-a5c5,95,1,3,5,3,4,,1,7.0,"CHARACTER, EPIC HERO, INFANTRY",,The Eye of Wrath,Ranged,3,2,6,-2,2,1,,
Prince Yriel,Xenos - Aeldari,Xenos - Drukhari,54dc-aa1f-817a-a5c5,95,1,3,5,3,4,,1,7.0,"CHARACTER, EPIC HERO, INFANTRY",,The Spear of Twilight,Melee,5,2,7,-3,3,1,Lance,
Prince Yriel,Xenos - Aeldari,Xenos - Drukhari,54dc-aa1f-817a-a5c5,95,1,3,5,3,4,,1,7.0,"CHARACTER, EPIC HERO, INFANTRY",,Shuriken Pistol,Ranged,1,2,4,-1,1,1,,
Rangers,Xenos - Aeldari,,b98b-701f-9c0c-5437,60,5,3,1,5,5,,1,7.0,INFANTRY,,Long rifle,Ranged,1,3,4,-1,2,5,Heavy,
Rangers,Xenos - Aeldari,,b98b-701f-9c0c-5437,60,5,3,1,5,5,,1,7.0,INFANTRY,,Close Combat Weapon,Melee,1,3,3,0,1,5,,
Rangers,Xenos - Aeldari,,b98b-701f-9c0c-5437,60,5,3,1,5,5,,1,7.0,INFANTRY,,Shuriken Pistol,Ranged,1,2,4,-1,1,5,,
Shadow Weaver Platform,Xenos - Aeldari,,2c93-f32d-64ea-b829,60,1,6,5,4,,,1,7.0,INFANTRY,,Shadow weaver,Ranged,D6+2,3,6,-1,1,1,Blast,
Shadow Weaver Platform,Xenos - Aeldari,,2c93-f32d-64ea-b829,60,1,6,5,4,,,1,7.0,INFANTRY,,Close Combat Weapon,Melee,2,3,3,0,1,1,,
Shadow Weaver Platform,Xenos - Aeldari,,2c93-f32d-64ea-b829,60,1,6,5,4,,,1,7.0,INFANTRY,,Shuriken Catapult,Ranged,2,3,4,-1,1,1,,
Shadowseer,Xenos - Aeldari,Xenos - Drukhari,8c34-52ba-cbd0-9ca4,50,1,3,4,6,4,,1,8.0,"CHARACTER, INFANTRY, PSYKER",,Miststave,Melee,4,2,5,-1,D3,1,,
Shadowseer,Xenos - Aeldari,Xenos - Drukhari,8c34-52ba-cbd0-9ca4,50,1,3,4,6,4,,1,8.0,"CHARACTER, INFANTRY, PSYKER",,Shuriken Pistol,Ranged,1,2,4,-1,1,1,,
Shining Spears,Xenos - Aeldari,,433-faed-ea62-c531,100,3,4,2,3,5,,2,14.0,"FLY, MOUNTED",2x T4 W2 Sv3+ Inv5+ | 1x T4 W3 Sv3+ Inv5+,Twin Shuriken Catapult,Ranged,2,3,4,-1,1,2,Twin-linked,
Shining Spears,Xenos - Aeldari,,433-faed-ea62-c531,100,3,4,2,3,5,,2,14.0,"FLY, MOUNTED",2x T4 W2 Sv3+ Inv5+ | 1x T4 W3 Sv3+ Inv5+,Laser Lance,Ranged,1,3,6,-2,3,2,,
Shining Spears,Xenos - Aeldari,,433-faed-ea62-c531,100,3,4,2,3,5,,2,14.0,"FLY, MOUNTED",2x T4 W2 Sv3+ Inv5+ | 1x T4 W3 Sv3+ Inv5+,Laser Lance,Melee,3,3,5,-2,3,2,"Lance, Anti-Monster 3+, Anti-Vehicle 3+",
Shining Spears,Xenos - Aeldari,,433-faed-ea62-c531,100,3,4,2,3,5,,2,14.0,"FLY, MOUNTED",2x T4 W2 Sv3+ Inv5+ | 1x T4 W3 Sv3+ Inv5+,Laser Lance,Ranged,1,3,6,-2,3,1,,
Shining Spears,Xenos - Aeldari,,433-faed-ea62-c531,100,3,4,2,3,5,,2,14.0,"FLY, MOUNTED",2x T4 W2 Sv3+ Inv5+ | 1x T4 W3 Sv3+ Inv5+,Laser Lance,Melee,3,3,5,-2,3,1,"Lance, Anti-Monster 3+, Anti-Vehicle 3+",
Shining Spears,Xenos - Aeldari,,433-faed-ea62-c531,100,3,4,2,3,5,,2,14.0,"FLY, MOUNTED",2x T4 W2 Sv3+ Inv5+ | 1x T4 W3 Sv3+ Inv5+,Twin Shuriken Catapult,Ranged,2,3,4,-1,1,1,Twin-linked,
Shroud Runners,Xenos - Aeldari,,c1ff-dc11-9853-e3e3,90,3,4,3,5,5,,2,14.0,"FLY, MOUNTED",,Long rifle,Ranged,1,2,4,-1,2,3,,
Shroud Runners,Xenos - Aeldari,,c1ff-dc11-9853-e3e3,90,3,4,3,5,5,,2,14.0,"FLY, MOUNTED",,Scatter Laser,Ranged,6,3,5,0,1,3,Sustained Hits 1,
Shroud Runners,Xenos - Aeldari,,c1ff-dc11-9853-e3e3,90,3,4,3,5,5,,2,14.0,"FLY, MOUNTED",,Close Combat Weapon,Melee,1,3,3,0,1,3,,
Shroud Runners,Xenos - Aeldari,,c1ff-dc11-9853-e3e3,90,3,4,3,5,5,,2,14.0,"FLY, MOUNTED",,Shuriken Pistol,Ranged,1,2,4,-1,1,3,,
Skyweavers,Xenos - Aeldari,Xenos - Drukhari,9270-4b93-ca59-f3ed,95,2,4,3,4,4,,2,14.0,"FLY, MOUNTED",,Close Combat Weapon,Melee,4,3,3,0,1,2,,
Skyweavers,Xenos - Aeldari,Xenos - Drukhari,9270-4b93-ca59-f3ed,95,2,4,3,4,4,,2,14.0,"FLY, MOUNTED",,Skyweaver Haywire Cannon,Ranged,2,3,3,-1,3,2,"Devastating Wounds, Anti-Vehicle 4+",
Skyweavers,Xenos - Aeldari,Xenos - Drukhari,9270-4b93-ca59-f3ed,95,2,4,3,4,4,,2,14.0,"FLY, MOUNTED",,Star Bolas,Ranged,D3,3,7,-2,2,2,,
Solitaire,Xenos - Aeldari,Xenos - Drukhari,f88f-60c5-3daf-3d2f,115,1,3,4,6,4,,1,12.0,"CHARACTER, EPIC HERO, INFANTRY",,Solitaire Weapons,Melee,9,2,6,-2,2,1,,
Spiritseer,Xenos - Aeldari,,e53b-7d09-eb7c-c6c7,50,1,3,3,6,4,,1,7.0,"CHARACTER, INFANTRY, PSYKER",,Witch Staff,Melee,2,2,3,0,D3,1,Anti-Infantry 2+,
Spiritseer,Xenos - Aeldari,,e53b-7d09-eb7c-c6c7,50,1,3,3,6,4,,1,7.0,"CHARACTER, INFANTRY, PSYKER",,Shuriken Pistol,Ranged,1,2,4,-1,1,1,,
Starweaver,Xenos - Aeldari,Xenos - Drukhari,854b-f8e-28fa-8c24,70,1,6,6,4,4,,2,14.0,"FLY, TRANSPORT, VEHICLE",,Close Combat Weapon,Melee,4,3,3,0,1,1,,
Starweaver,Xenos - Aeldari,Xenos - Drukhari,854b-f8e-28fa-8c24,70,1,6,6,4,4,,2,14.0,"FLY, TRANSPORT, VEHICLE",,Shuriken Cannon,Ranged,3,3,6,-1,2,2,Lethal Hits,
Stonesinger,Xenos - Aeldari,,09eb-a43e-0524-28f5,60,1,5,4,4,,,2,10.0,"CHARACTER, MOUNTED, PSYKER",,Song of Waning,Ranged,3,3,4,-2,3,1,,
Stonesinger,Xenos - Aeldari,,09eb-a43e-0524-28f5,60,1,5,4,4,,,2,10.0,"CHARACTER, MOUNTED, PSYKER",,Stone Stave,Melee,3,3,3,-1,2,1,,
Stonesinger,Xenos - Aeldari,,09eb-a43e-0524-28f5,60,1,5,4,4,,,2,10.0,"CHARACTER, MOUNTED, PSYKER",,Venomcrest Spit,Ranged,3,2,3,-2,2,1,Torrent,
Stonesinger,Xenos - Aeldari,,09eb-a43e-0524-28f5,60,1,5,4,4,,,2,10.0,"CHARACTER, MOUNTED, PSYKER",,Drakesteed Fangs and Talons,Melee,3,3,5,-1,1,1,,
Stonesinger,Xenos - Aeldari,,09eb-a43e-0524-28f5,60,1,5,4,4,,,2,10.0,"CHARACTER, MOUNTED, PSYKER",,Solar Carbine,Ranged,2,3,4,0,1,1,Rapid Fire 2,
Storm Guardians,Xenos - Aeldari,,5452-c4a7-59fb-f05c,100,11,3,1,4,,,2,7.0,"BATTLELINE, INFANTRY",1x T3 W2 Sv4+ | 4x T3 W1 Sv4+ | 6x T3 W1 Sv4+,Close Combat Weapon,Melee,2,3,3,0,1,1,,
Storm Guardians,Xenos - Aeldari,,5452-c4a7-59fb-f05c,100,11,3,1,4,,,2,7.0,"BATTLELINE, INFANTRY",1x T3 W2 Sv4+ | 4x T3 W1 Sv4+ | 6x T3 W1 Sv4+,Close Combat Weapon,Melee,2,3,3,0,1,4,,
Storm Guardians,Xenos - Aeldari,,5452-c4a7-59fb-f05c,100,11,3,1,4,,,2,7.0,"BATTLELINE, INFANTRY",1x T3 W2 Sv4+ | 4x T3 W1 Sv4+ | 6x T3 W1 Sv4+,Shuriken Pistol,Ranged,1,3,4,-1,1,4,,
Storm Guardians,Xenos - Aeldari,,5452-c4a7-59fb-f05c,100,11,3,1,4,,,2,7.0,"BATTLELINE, INFANTRY",1x T3 W2 Sv4+ | 4x T3 W1 Sv4+ | 6x T3 W1 Sv4+,Close Combat Weapon,Melee,2,3,3,0,1,6,,
Storm Guardians,Xenos - Aeldari,,5452-c4a7-59fb-f05c,100,11,3,1,4,,,2,7.0,"BATTLELINE, INFANTRY",1x T3 W2 Sv4+ | 4x T3 W1 Sv4+ | 6x T3 W1 Sv4+,Shuriken Pistol,Ranged,1,3,4,-1,1,6,,
Striking Scorpions,Xenos - Aeldari,,c90f-a8e5-6afa-eb91,75,5,3,1,3,5,,1,7.0,INFANTRY,4x T3 W1 Sv3+ Inv5+ | 1x T3 W2 Sv3+ Inv5+,Scorpion chainsword,Melee,4,3,4,-1,1,4,Sustained Hits 1,
Striking Scorpions,Xenos - Aeldari,,c90f-a8e5-6afa-eb91,75,5,3,1,3,5,,1,7.0,INFANTRY,4x T3 W1 Sv3+ Inv5+ | 1x T3 W2 Sv3+ Inv5+,Shuriken pistol,Ranged,1,3,4,-1,1,4,,
Striking Scorpions,Xenos - Aeldari,,c90f-a8e5-6afa-eb91,75,5,3,1,3,5,,1,7.0,INFANTRY,4x T3 W1 Sv3+ Inv5+ | 1x T3 W2 Sv3+ Inv5+,Scorpion chainsword,Melee,4,3,4,-1,1,1,Sustained Hits 1,
Striking Scorpions,Xenos - Aeldari,,c90f-a8e5-6afa-eb91,75,5,3,1,3,5,,1,7.0,INFANTRY,4x T3 W1 Sv3+ Inv5+ | 1x T3 W2 Sv3+ Inv5+,Scorpion's claw,Melee,3,3,8,-2,2,1,,
Striking Scorpions,Xenos - Aeldari,,c90f-a8e5-6afa-eb91,75,5,3,1,3,5,,1,7.0,INFANTRY,4x T3 W1 Sv3+ Inv5+ | 1x T3 W2 Sv3+ Inv5+,Shuriken pistol,Ranged,1,3,4,-1,1,1,,
Swooping Hawks,Xenos - Aeldari,,240f-70a4-7ba7-a538,95,5,3,1,4,5,,1,14.0,"FLY, INFANTRY",4x T3 W1 Sv4+ Inv5+ | 1x T3 W2 Sv4+ Inv5+,Lasblaster,Ranged,4,3,4,0,1,4,Lethal Hits,
Swooping Hawks,Xenos - Aeldari,,240f-70a4-7ba7-a538,95,5,3,1,4,5,,1,14.0,"FLY, INFANTRY",4x T3 W1 Sv4+ Inv5+ | 1x T3 W2 Sv4+ Inv5+,Close Combat Weapon,Melee,2,3,3,0,1,4,,
Swooping Hawks,Xenos - Aeldari,,240f-70a4-7ba7-a538,95,5,3,1,4,5,,1,14.0,"FLY, INFANTRY",4x T3 W1 Sv4+ Inv5+ | 1x T3 W2 Sv4+ Inv5+,Close Combat Weapon,Melee,2,3,3,0,1,1,,
Swooping Hawks,Xenos - Aeldari,,240f-70a4-7ba7-a538,95,5,3,1,4,5,,1,14.0,"FLY, INFANTRY",4x T3 W1 Sv4+ Inv5+ | 1x T3 W2 Sv4+ Inv5+,Hawk's Talon,Ranged,2,3,6,-2,2,1,Lethal Hits,
The Visarch,Xenos - Aeldari,,dd79-c2fe-59d6-d2,80,1,3,5,2,4,,1,8.0,"CHARACTER, EPIC HERO, INFANTRY",,➤ Asu-var - quicksilver stance,Melee,8,2,4,-1,1,1,Sustained Hits 2,
The Yncarne,Xenos - Aeldari,,68fb-4b6f-2bf8-7105,245,1,10,12,2,4,,3,10.0,"CHARACTER, DAEMON, EPIC HERO, FLY, MONSTER, PSYKER",,➤ Vilith-zhar - Strike,Melee,5,2,12,-4,D6+1,1,,
The Yncarne,Xenos - Aeldari,,68fb-4b6f-2bf8-7105,245,1,10,12,2,4,,3,10.0,"CHARACTER, DAEMON, EPIC HERO, FLY, MONSTER, PSYKER",,Swirling soul energy,Ranged,D6+3,2,7,-1,D3,1,"Torrent, Ignores Cover",
Troupe,Xenos - Aeldari,Xenos - Drukhari,dac1-6a7f-a06a-82cf,85,5,3,1,6,4,,1,8.0,INFANTRY,,Shuriken Pistol,Ranged,1,3,4,-1,1,4,,
Troupe,Xenos - Aeldari,Xenos - Drukhari,dac1-6a7f-a06a-82cf,85,5,3,1,6,4,,1,8.0,INFANTRY,,Harlequin's Blade,Melee,5,3,3,-1,1,4,Devastating Wounds,
Troupe,Xenos - Aeldari,Xenos - Drukhari,dac1-6a7f-a06a-82cf,85,5,3,1,6,4,,1,8.0,INFANTRY,,Harlequin's Blade,Melee,5,3,3,-1,1,1,Devastating Wounds,
Troupe,Xenos - Aeldari,Xenos - Drukhari,dac1-6a7f-a06a-82cf,85,5,3,1,6,4,,1,8.0,INFANTRY,,Shuriken Pistol,Ranged,1,3,4,-1,1,1,,
Troupe Master,Xenos - Aeldari,Xenos - Drukhari,dada-b81b-37bd-1f3b,75,1,3,4,6,4,,1,8.0,"CHARACTER, INFANTRY",,Harlequin's Special Weapon,Melee,6,2,4,-1,2,1,Devastating Wounds,
Troupe Master,Xenos - Aeldari,Xenos - Drukhari,dada-b81b-37bd-1f3b,75,1,3,4,6,4,,1,8.0,"CHARACTER, INFANTRY",,Shuriken Pistol,Ranged,1,2,4,-1,1,1,,
Vibro Cannon Platform,Xenos - Aeldari,,5df4-e13a-f6f4-b672,60,1,6,5,4,,,1,7.0,INFANTRY,,Vibro Cannon,Ranged,D6,3,9,-1,2,1,,
Vibro Cannon Platform,Xenos - Aeldari,,5df4-e13a-f6f4-b672,60,1,6,5,4,,,1,7.0,INFANTRY,,Close Combat Weapon,Melee,2,3,3,0,1,1,,
Vibro Cannon Platform,Xenos - Aeldari,,5df4-e13a-f6f4-b672,60,1,6,5,4,,,1,7.0,INFANTRY,,Shuriken Catapult,Ranged,2,3,4,-1,1,1,,
Voidweaver,Xenos - Aeldari,Xenos - Drukhari,e011-d99d-f0de-5289,115,1,6,6,4,4,,2,14.0,"FLY, VEHICLE",,Close Combat Weapon,Melee,4,3,3,0,1,1,,
Voidweaver,Xenos - Aeldari,Xenos - Drukhari,e011-d99d-f0de-5289,115,1,6,6,4,4,,2,14.0,"FLY, VEHICLE",,Shuriken Cannon,Ranged,3,3,6,-1,2,2,Lethal Hits,
Voidweaver,Xenos - Aeldari,Xenos - Drukhari,e011-d99d-f0de-5289,115,1,6,6,4,4,,2,14.0,"FLY, VEHICLE",,Voidweaver Haywire Cannon,Ranged,3,3,4,-1,3,1,"Devastating Wounds, Anti-Vehicle 4+",
Vypers,Xenos - Aeldari,,814d-56c9-78fe-2123,75,1,6,6,3,,,2,14.0,"FLY, VEHICLE",,Wraithbone Hull,Melee,3,4,6,0,1,1,,
Vypers,Xenos - Aeldari,,814d-56c9-78fe-2123,75,1,6,6,3,,,2,14.0,"FLY, VEHICLE",,Bright Lance,Ranged,1,3,12,-3,D6+2,1,,
Vypers,Xenos - Aeldari,,814d-56c9-78fe-2123,75,1,6,6,3,,,2,14.0,"FLY, VEHICLE",,Shuriken Cannon,Ranged,3,3,6,-1,2,1,Lethal Hits,
War Walkers,Xenos - Aeldari,,bcec-dc54-9242-4e13,80,1,7,6,3,5,,2,10.0,"VEHICLE, WALKER",,War Walker feet,Melee,3,3,5,0,1,1,,
Warlock,Xenos - Aeldari,,291f-2885-4512-f0cd,40,1,3,2,6,4,,1,7.0,"CHARACTER, INFANTRY, PSYKER",,Destructor,Ranged,D6,2,5,-1,1,1,Torrent,
Warlock,Xenos - Aeldari,,291f-2885-4512-f0cd,40,1,3,2,6,4,,1,7.0,"CHARACTER, INFANTRY, PSYKER",,Shuriken Pistol,Ranged,1,3,4,-1,1,1,,
Warlock,Xenos - Aeldari,,291f-2885-4512-f0cd,40,1,3,2,6,4,,1,7.0,"CHARACTER, INFANTRY, PSYKER",,Witchblade,Melee,2,3,3,0,2,1,Anti-Infantry 2+,
Warlock Conclave,Xenos - Aeldari,,d61-c058-6bd1-112f,55,2,3,2,6,4,,1,7.0,"INFANTRY, PSYKER",,Witchblade,Melee,2,3,3,0,2,2,Anti-Infantry 2+,
Warlock Conclave,Xenos - Aeldari,,d61-c058-6bd1-112f,55,2,3,2,6,4,,1,7.0,"INFANTRY, PSYKER",,Shuriken Pistol,Ranged,1,3,4,-1,1,2,,
Warlock Conclave,Xenos - Aeldari,,d61-c058-6bd1-112f,55,2,3,2,6,4,,1,7.0,"INFANTRY, PSYKER",,Destructor,Ranged,D6,2,5,-1,1,2,Torrent,
Warlock Skyrunners,Xenos - Aeldari,,f52d-1814-7d66-1f7b,45,1,4,3,6,4,,2,14.0,"FLY, MOUNTED, PSYKER",,Twin Shuriken Catapult,Ranged,2,3,4,-1,1,1,Twin-linked,
Warlock Skyrunners,Xenos - Aeldari,,f52d-1814-7d66-1f7b,45,1,4,3,6,4,,2,14.0,"FLY, MOUNTED, PSYKER",,Witchblade,Melee,2,3,3,0,2,1,Anti-Infantry 2+,
Warlock Skyrunners,Xenos - Aeldari,,f52d-1814-7d66-1f7b,45,1,4,3,6,4,,2,14.0,"FLY, MOUNTED, PSYKER",,Shuriken Pistol,Ranged,1,3,4,-1,1,1,,
Warlock Skyrunners,Xenos - Aeldari,,f52d-1814-7d66-1f7b,45,1,4,3,6,4,,2,14.0,"FLY, MOUNTED, PSYKER",,Destructor,Ranged,D6,2,5,-1,1,1,Torrent,
Warp Spiders,Xenos - Aeldari,,57ec-47a8-a59a-6a46,105,5,3,1,3,5,,1,12.0,"FLY, INFANTRY",4x T3 W1 Sv3+ Inv5+ | 1x T3 W2 Sv3+ Inv5+,Death spinner,Ranged,D6,2,4,-1,1,4,"Torrent, Ignores Cover",
